File A,File B,Commits together,Coupling %
epan/introspection-enums.c,epan/proto.c,11,22.0
ui/qt/main_application.cpp,ui/qt/preferences_dialog.cpp,9,21.95
epan/wslua/wslua_tree.c,epan/wslua/wslua_tvb.c,9,21.95
epan/dissectors/packet-asterix.c,epan/enterprises.c,25,21.93
ui/qt/iax2_analysis_dialog.cpp,ui/qt/sequence_dialog.cpp,7,21.88
epan/dissectors/packet-quic.c,epan/dissectors/packet-tls-utils.h,21,21.88
ui/qt/iax2_analysis_dialog.cpp,ui/qt/tcp_stream_dialog.cpp,7,21.88
ui/qt/models/pref_models.cpp,ui/qt/preferences_dialog.cpp,7,21.88
epan/dfilter/dfvm.c,epan/ftypes/ftypes.c,14,21.88
epan/dissectors/packet-tls-utils.h,epan/dissectors/packet-tls.c,21,21.88
epan/prefs-int.h,sharkd_session.c,7,21.88
ui/qt/proto_tree.cpp,ui/qt/wireshark_main_window_slots.cpp,12,21.82
ui/qt/main_window.h,ui/qt/sequence_dialog.h,5,21.74
epan/dfilter/gencode.c,epan/ftypes/ftype-guid.c,5,21.74
epan/dissectors/packet-netlink-netfilter.c,epan/dissectors/packet-netlink.c,5,21.74
ui/qt/main_window_slots.cpp,ui/qt/sequence_dialog.h,5,21.74
epan/dfilter/syntax-tree.h,epan/ftypes/ftype-string.c,10,21.74
ui/qt/rtp_player_dialog.h,ui/qt/voip_calls_dialog.h,5,21.74
epan/decode_as.c,epan/packet.c,5,21.74
dumpcap.c,extcap/sdjournal.c,5,21.74
epan/dfilter/dfvm.h,epan/ftypes/ftype-guid.c,5,21.74
ui/qt/main_window.h,ui/qt/voip_calls_dialog.h,5,21.74
ui/qt/rtp_player_dialog.h,ui/qt/sequence_dialog.h,5,21.74
dftest.c,epan/dfilter/dfilter.c,16,21.62
epan/epan.h,rawshark.c,8,21.62
ui/qt/main_window_slots.cpp,ui/qt/voip_calls_dialog.cpp,8,21.62
epan/dissectors/asn1/f1ap/packet-f1ap-template.c,epan/dissectors/packet-nr-rrc.c,11,21.57
tshark.c,ui/stratoshark/stratoshark_main.cpp,11,21.57
ui/qt/wireshark_main_window_slots.cpp,ui/stratoshark/stratoshark_main.cpp,11,21.57
epan/dissectors/packet-dtls.c,epan/dissectors/packet-tls-utils.h,14,21.54
capture/capture-pcap-util-int.h,tshark.c,3,21.43
epan/print.h,file.c,3,21.43
epan/prefs.h,ui/qt/models/packet_list_record.h,3,21.43
epan/print.h,tfshark.c,3,21.43
file.c,wsutil/regex.c,3,21.43
extcap/randpktdump.c,tfshark.c,6,21.43
epan/dissectors/packet-dhcp.c,epan/dissectors/packet-lwres.c,3,21.43
epan/dissectors/packet-dns.c,epan/dissectors/packet-lwres.c,3,21.43
epan/dissectors/packet-dcerpc-mapi.c,epan/dissectors/packet-dcerpc-svcctl.c,6,21.43
epan/dissectors/packet-dap.c,epan/dissectors/packet-p22.c,6,21.43
epan/dissectors/packet-dcerpc-dfs.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-initshutdown.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
capinfos.c,sharkd.c,15,21.43
epan/dissectors/packet-ax25-nol3.c,epan/dissectors/packet-ax25.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-sctp.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-tcp.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-tr.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-udp.c,3,21.43
epan/dissectors/packet-lin.c,epan/dissectors/packet-tecmp.c,6,21.43
extcap/udpdump.c,extcap/wifidump.c,3,21.43
extcap/etwdump.c,extcap/wifidump.c,3,21.43
extcap/randpktdump.c,extcap/wifidump.c,3,21.43
extcap/sdjournal.c,extcap/wifidump.c,3,21.43
extcap/dpauxmon.c,extcap/wifidump.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-rsvp.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-ncp.c,3,21.43
epan/dissectors/packet-dcerpc-atsvc.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-aruba-papi.c,epan/dissectors/packet-aruba-ubt.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-usb.c,3,21.43
epan/dfilter/syntax-tree.c,epan/ftypes/ftype-double.c,6,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-zbee-nwk.c,3,21.43
epan/dissectors/packet-iso10681.c,epan/dissectors/packet-iso15765.c,3,21.43
extcap/randpktdump.c,wsutil/wslog.c,6,21.43
ui/qt/models/decode_as_delegate.cpp,ui/qt/models/decode_as_model.h,3,21.43
epan/dissectors/packet-per.h,epan/dissectors/packet-ulp.c,3,21.43
epan/dissectors/packet-cmp.c,epan/dissectors/packet-p22.c,6,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-ieee80211.c,3,21.43
epan/dissectors/packet-s1ap.h,epan/dissectors/packet-x2ap.c,3,21.43
epan/dissectors/packet-eth.c,epan/dissectors/packet-fddi.c,3,21.43
epan/dissectors/packet-fcdns.c,epan/dissectors/packet-fcfcs.c,3,21.43
epan/dissectors/packet-tcp.h,epan/exported_pdu.c,3,21.43
extcap/randpktdump.c,randpkt.c,6,21.43
epan/exported_pdu.h,wsutil/exported_pdu_tlvs.h,3,21.43
file.c,ui/qt/models/packet_list_record.h,3,21.43
file.h,ui/qt/models/packet_list_record.h,3,21.43
epan/dissectors/asn1/cmp/packet-cmp-template.c,epan/dissectors/packet-cmp.c,3,21.43
epan/dissectors/asn1/lte-rrc/packet-lte-rrc-template.c,epan/dissectors/packet-lpp.h,3,21.43
epan/dissectors/packet-lpp.h,epan/dissectors/packet-lte-rrc.c,3,21.43
epan/dissectors/asn1/qsig/packet-qsig-template.c,epan/dissectors/packet-qsig.c,3,21.43
dumpcap.c,extcap/randpktdump.c,6,21.43
epan/dissectors/packet-socketcan.h,epan/dissectors/packet-tecmp.c,3,21.43
editcap.c,ui/alert_box.c,3,21.43
epan/introspection-enums.c,wiretap/introspection-enums.c,3,21.43
epan/wslua/init_wslua.c,epan/wslua/wslua_util.c,3,21.43
capture/capture-pcap-util-int.h,ui/qt/capture_options_dialog.cpp,3,21.43
extcap/ciscodump.c,wsutil/ws_strptime.c,3,21.43
extcap/androiddump.c,extcap/wifidump.c,3,21.43
ui/qt/protocol_hierarchy_dialog.cpp,ui/qt/rtp_stream_dialog.cpp,3,21.43
epan/dissectors/packet-dccp.c,epan/dissectors/packet-fddi.c,3,21.43
epan/dissectors/packet-fc.c,epan/dissectors/packet-fddi.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-ieee802154.c,3,21.43
epan/dissectors/asn1/x2ap/packet-x2ap-template.c,epan/dissectors/packet-s1ap.h,3,21.43
epan/dissectors/packet-dcerpc-samr.c,epan/dissectors/packet-dcerpc-svcctl.c,6,21.43
epan/dissectors/packet-dcerpc-misc.c,epan/dissectors/packet-dcerpc-rfr.c,3,21.43
ui/alert_box.c,wiretap/wtap.h,3,21.43
epan/sequence_analysis.c,ui/voip_calls.c,3,21.43
epan/sequence_analysis.h,ui/voip_calls.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-ip.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-ipx.c,3,21.43
epan/dissectors/packet-fddi.c,epan/dissectors/packet-jxta.c,3,21.43
epan/dissectors/packet-procmon.c,wiretap/procmon.c,3,21.43
epan/prefs.c,ui/qt/models/packet_list_record.h,3,21.43
epan/wslua/init_wslua.c,ui/qt/lua_debugger_dialog.cpp,3,21.43
epan/dfilter/dfvm.h,epan/ftypes/ftype-double.c,6,21.43
epan/wslua/wslua_listener.c,epan/wslua/wslua_util.c,3,21.43
epan/dfilter/gencode.c,epan/ftypes/ftype-double.c,6,21.43
epan/dfilter/semcheck.c,wsutil/regex.c,3,21.43
epan/dissectors/packet-ip.c,epan/dissectors/packet-juniper.c,3,21.43
extcap/ssh-base.c,extcap/wifidump.c,3,21.43
epan/prefs.c,ui/qt/protocol_preferences_menu.cpp,6,21.43
epan/dissectors/packet-iua.c,epan/dissectors/packet-m3ua.c,3,21.43
epan/prefs-int.h,ui/qt/protocol_preferences_menu.cpp,6,21.43
epan/follow.h,epan/protobuf_lang_tree.h,3,21.43
epan/ftypes/ftype-bytes.c,wsutil/regex.c,3,21.43
epan/dissectors/packet-dcerpc-lsa.c,epan/dissectors/packet-dcerpc-svcctl.c,6,21.43
epan/dissectors/packet-p22.c,epan/dissectors/packet-x509sat.c,6,21.43
epan/dissectors/packet-iua.c,epan/dissectors/packet-sua.c,3,21.43
epan/dissectors/packet-dcerpc-iwbemservices.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-misc.c,epan/dissectors/packet-dcerpc-nspi.c,3,21.43
ui/qt/models/packet_list_model.h,ui/qt/models/packet_list_record.h,3,21.43
epan/dissectors/packet-dcerpc-dnsserver.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-lsa.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-misc.c,epan/dissectors/packet-dcerpc-winreg.c,3,21.43
epan/dissectors/packet-dcerpc-misc.c,epan/dissectors/packet-dcerpc-winspool.c,3,21.43
epan/dissectors/packet-dcerpc-misc.c,epan/dissectors/packet-dcerpc-witness.c,3,21.43
epan/dissectors/packet-dcerpc-eventlog.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
epan/dissectors/packet-dcerpc-dssetup.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
ui/qt/packet_list.cpp,ui/qt/progress_frame.cpp,3,21.43
epan/dissectors/packet-dcerpc-iwbemlevel1login.c,epan/dissectors/packet-dcerpc-misc.c,3,21.43
wiretap/introspection-enums.c,wiretap/pcapng.c,3,21.43
capinfos.c,ui/qt/main.cpp,15,21.43
epan/dissectors/packet-someip-sd.c,epan/dissectors/packet-someip.c,9,21.43
text2pcap.c,tshark.c,16,21.33
wiretap/wtap.c,wiretap/wtap_opttypes.h,13,21.31
epan/dfilter/dfvm.h,epan/ftypes/ftypes-int.h,10,21.28
epan/ftypes/ftypes-int.h,epan/proto.c,10,21.28
epan/dissectors/packet-ecpri.c,epan/dissectors/packet-oran.c,7,21.21
epan/epan.c,epan/frame_data.c,7,21.21
epan/frame_data.c,wiretap/pcapng.c,7,21.21
epan/frame_data.c,tfshark.c,7,21.21
epan/dissectors/packet-gsm_a_common.h,epan/dissectors/packet-gsm_a_gm.c,7,21.21
ui/qt/main_window.h,ui/qt/wireshark_main_window_slots.cpp,11,21.15
ui/tap-rtp-analysis.c,ui/tap-rtp-common.c,4,21.05
epan/dissectors/packet-bluetooth.h,epan/dissectors/packet-btsdp.c,4,21.05
epan/dissectors/packet-bacapp.c,epan/dissectors/packet-bvlc.c,4,21.05
capture/capture_ifinfo.h,tshark.c,4,21.05
ui/qt/io_graph_dialog.h,ui/qt/models/uat_model.cpp,4,21.05
capture/capture_ifinfo.h,dumpcap.c,4,21.05
epan/wslua/wslua_frame_info.c,epan/wslua/wslua_pinfo.c,4,21.05
ringbuffer.c,ui/qt/capture_options_dialog.cpp,4,21.05
ui/qt/lte_rlc_graph_dialog.cpp,ui/tap-rlc-graph.c,4,21.05
capture_opts.c,ringbuffer.c,4,21.05
epan/dissectors/packet-bluetooth.h,epan/dissectors/packet-btrfcomm.c,4,21.05
epan/dissectors/packet-5co-legacy.c,epan/dissectors/packet-5co-rap.c,4,21.05
wiretap/dbs-etherwatch.c,wiretap/vms.c,4,21.05
dumpcap.c,ringbuffer.c,4,21.05
epan/to_str.c,wsutil/to_str.c,8,21.05
epan/dissectors/packet-etw.c,extcap/etwdump.c,4,21.05
ui/qt/sequence_dialog.cpp,ui/qt/tcp_stream_dialog.cpp,9,20.93
wiretap/file_access.c,wiretap/wtap.c,23,20.91
ui/qt/lte_rlc_graph_dialog.cpp,ui/qt/rtp_player_dialog.cpp,5,20.83
epan/dissectors/packet-gtpv2.c,epan/dissectors/packet-gvcp.c,5,20.83
ui/qt/models/atap_data_model.h,ui/qt/traffic_table_dialog.cpp,5,20.83
ui/qt/main_window.cpp,ui/qt/wireshark_main_window.cpp,11,20.75
ui/qt/main_window.cpp,ui/qt/main_window_slots.cpp,11,20.75
dumpcap.c,ui/iface_lists.c,6,20.69
ui/iface_lists.c,ui/qt/capture_options_dialog.cpp,6,20.69
capture/capture_sync.c,ui/capture.c,12,20.69
epan/dissectors/packet-dap.c,epan/dissectors/packet-goose.c,6,20.69
tshark.c,ui/capture.c,12,20.69
epan/dissectors/packet-cmp.c,epan/dissectors/packet-dap.c,6,20.69
epan/dissectors/packet-dap.c,epan/dissectors/packet-x509sat.c,6,20.69
epan/dfilter/gencode.c,epan/dfilter/syntax-tree.c,13,20.63
epan/dfilter/dfilter-macro.c,epan/dfilter/dfilter.c,7,20.59
wiretap/pcapng_module.h,wiretap/wtap.h,7,20.59
extcap/etwdump.c,extcap/sshdump.c,7,20.59
epan/dissectors/file-blf.c,wiretap/blf.h,9,20.45
dumpcap.c,tshark.c,37,20.44
ui/qt/io_graph_dialog.cpp,ui/qt/sequence_dialog.cpp,10,20.41
dumpcap.c,mergecap.c,10,20.41
capture/capture_sync.c,capture_opts.c,13,20.31
wiretap/wtap.h,wiretap/wtap_opttypes.c,13,20.31
epan/print.c,epan/proto.c,15,20.27
capture/capture_sync.c,dumpcap.c,16,20.25
epan/dissectors/packet-glow.c,epan/dissectors/packet-h225.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-h248.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-h245.c,4,20.0
epan/prefs-int.h,ui/qt/preference_editor_frame.cpp,4,20.0
ui/qt/widgets/traffic_tab.h,ui/qt/widgets/traffic_types_list.cpp,3,20.0
epan/ftypes/ftypes.c,epan/wslua/wslua_field.c,5,20.0
epan/dissectors/packet-usb.h,epan/dissectors/packet-usbll.c,3,20.0
epan/column.h,tshark.c,3,20.0
ui/qt/widgets/capture_filter_edit.cpp,ui/qt/widgets/display_filter_combo.cpp,3,20.0
epan/dissectors/packet-snort-config.c,epan/dissectors/packet-snort.c,4,20.0
epan/prefs.c,ui/qt/preference_editor_frame.cpp,4,20.0
epan/conversation.c,epan/packet_info.h,5,20.0
ui/qt/main.cpp,ui/stratoshark/stratoshark_main_window_slots.cpp,10,20.0
ui/qt/packet_list.cpp,ui/qt/widgets/display_filter_combo.cpp,3,20.0
ui/qt/column_editor_frame.cpp,ui/qt/wireshark_main_window.cpp,3,20.0
epan/dfilter/dfilter.h,epan/dfilter/dfvm.c,7,20.0
sharkd_session.c,ui/qt/preference_editor_frame.cpp,4,20.0
epan/dissectors/packet-ansi_683.c,epan/dissectors/packet-nas_eps.c,3,20.0
epan/dissectors/packet-ansi_683.c,epan/dissectors/packet-nas_5gs.c,3,20.0
epan/dissectors/packet-ansi_683.c,epan/dissectors/packet-gsm_a_dtap.c,3,20.0
epan/dissectors/packet-dcerpc-lsa.c,epan/dissectors/packet-dcerpc-mapi.c,6,20.0
epan/column.h,epan/prefs.c,3,20.0
epan/dissectors/packet-asterix.c,epan/pci-ids.c,16,20.0
sharkd_session.c,ui/qt/module_preferences_scroll_area.cpp,4,20.0
epan/dissectors/packet-calcappprotocol.c,epan/dissectors/packet-fractalgeneratorprotocol.c,3,20.0
epan/dissectors/packet-tcp.h,wsutil/exported_pdu_tlvs.h,3,20.0
epan/dissectors/packet-tcp.c,wsutil/exported_pdu_tlvs.h,3,20.0
epan/dissectors/packet-frame.c,wiretap/pcapng-netflix-custom.c,4,20.0
file.c,ui/qt/models/packet_list_model.h,3,20.0
ui/qt/traffic_table_dialog.cpp,ui/qt/widgets/traffic_types_list.cpp,3,20.0
epan/dissectors/packet-dcerpc-lsa.c,epan/dissectors/packet-dcerpc-srvsvc.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-its.c,4,20.0
epan/prefs.h,ui/qt/module_preferences_scroll_area.cpp,4,20.0
epan/proto.c,epan/to_str.h,6,20.0
wsutil/filesystem.c,wsutil/win32-utils.c,3,20.0
ui/qt/conversation_dialog.h,ui/qt/wireshark_main_window.h,3,20.0
ui/qt/conversation_dialog.h,ui/qt/wireshark_main_window_slots.cpp,3,20.0
ui/qt/rtp_analysis_dialog.cpp,ui/qt/rtp_audio_stream.h,5,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-ieee1609dot2.c,4,20.0
epan/dissectors/packet-e2ap.c,epan/dissectors/packet-glow.c,4,20.0
epan/conversation.h,epan/packet_info.h,5,20.0
epan/wslua/wslua_file.c,epan/wslua/wslua_proto.c,3,20.0
epan/wslua/wslua_file_handler.c,epan/wslua/wslua_proto_field.c,5,20.0
epan/dfilter/gencode.c,epan/ftypes/ftype-protocol.c,9,20.0
epan/dfilter/dfvm.h,epan/ftypes/ftype-protocol.c,9,20.0
epan/dissectors/packet-rtps-processed.c,epan/dissectors/packet-rtps-virtual-transport.c,4,20.0
epan/dfilter/dfvm.c,epan/dfilter/sttype-op.c,3,20.0
ui/qt/conversation_dialog.h,ui/qt/models/atap_data_model.h,3,20.0
wsutil/win32-utils.c,wsutil/ws_pipe.c,3,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-goose.c,4,20.0
extcap/androiddump.c,extcap/sshdump.c,8,20.0
epan/tap.h,tfshark.c,4,20.0
epan/dissectors/packet-lacp.c,epan/dissectors/packet-oampdu.c,3,20.0
ui/capture_ui_utils.c,ui/qt/capture_options_dialog.cpp,3,20.0
epan/wslua/init_wslua.c,ui/qt/io_console_dialog.cpp,3,20.0
tshark.c,ui/capture_ui_utils.c,3,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-ldap.c,6,20.0
epan/dissectors/packet-cmp.c,epan/dissectors/packet-disp.c,5,20.0
epan/dissectors/packet-cmp.c,epan/dissectors/packet-glow.c,4,20.0
epan/dissectors/packet-dap.c,epan/dissectors/packet-glow.c,4,20.0
epan/dissectors/packet-dap.c,epan/dissectors/packet-disp.c,5,20.0
epan/dissectors/packet-gsm_a_rr.c,epan/dissectors/packet-gsm_r_uus1.c,4,20.0
epan/dissectors/packet-blip.c,epan/tvbuff_zlib.c,3,20.0
epan/dissectors/packet-dcerpc-clusapi.c,epan/dissectors/packet-dcerpc-srvsvc.c,4,20.0
epan/dissectors/packet-saphdb.c,epan/dissectors/packet-saprouter.c,3,20.0
epan/dissectors/packet-mausb.c,epan/dissectors/packet-usb.c,4,20.0
epan/dissectors/packet-dccp.c,epan/dissectors/packet-udp.c,11,20.0
epan/dissectors/packet-websocket.c,epan/tvbuff_zlib.c,3,20.0
epan/tvbuff_zlib.c,wiretap/file_wrappers.c,3,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-goose.c,6,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-glow.c,4,20.0
epan/dissectors/packet-disp.c,epan/dissectors/packet-glow.c,4,20.0
epan/tap.h,tshark.c,4,20.0
epan/dfilter/dfvm.h,epan/dfilter/sttype-op.c,3,20.0
ui/summary.c,wiretap/pcapng.c,3,20.0
ui/qt/conversation_dialog.h,ui/qt/traffic_table_dialog.cpp,3,20.0
epan/dissectors/packet-ncp.c,epan/dissectors/packet-usb.c,4,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-z3950.c,6,20.0
ui/summary.c,wiretap/wtap_opttypes.h,3,20.0
epan/dissectors/packet-spdy.c,epan/tvbuff_zlib.c,3,20.0
epan/ftypes/ftypes-int.h,epan/wslua/wslua_field.c,5,20.0
epan/dfilter/dfilter.c,epan/ftypes/ftype-none.c,4,20.0
epan/dissectors/packet-ip.c,epan/dissectors/packet-vines.c,4,20.0
epan/dissectors/packet-jxta.c,epan/dissectors/packet-ncp.c,4,20.0
epan/dissectors/packet-tls-utils.c,epan/tvbuff_zlib.c,3,20.0
epan/dissectors/packet-dcerpc-srvsvc.c,epan/dissectors/packet-dcerpc-winreg.c,4,20.0
epan/dissectors/packet-dcerpc-samr.c,epan/dissectors/packet-dcerpc-srvsvc.c,4,20.0
epan/dissectors/packet-dcerpc-nt.c,epan/dissectors/packet-dcerpc.h,3,20.0
epan/dissectors/packet-dcerpc-witness.c,epan/dissectors/packet-dcerpc-wkssvc.c,4,20.0
epan/dissectors/packet-dcerpc-winreg.c,epan/dissectors/packet-dcerpc-wkssvc.c,4,20.0
epan/dissectors/packet-dcerpc-svcctl.c,epan/dissectors/packet-dcerpc-wkssvc.c,4,20.0
extcap/dpauxmon.c,extcap/extcap-base.h,4,20.0
extcap/extcap-base.h,extcap/udpdump.c,4,20.0
tshark.c,writecap/pcapio.c,3,20.0
text2pcap.c,writecap/pcapio.c,3,20.0
ui/qt/models/packet_list_model.cpp,ui/qt/widgets/wireless_timeline.cpp,4,20.0
epan/wslua/wslua_file.c,epan/wslua/wslua_pinfo.c,3,20.0
epan/dissectors/packet-disp.c,epan/dissectors/packet-goose.c,5,20.0
ui/profile.c,ui/qt/models/profile_model.cpp,3,20.0
ui/qt/models/packet_list_model.h,ui/qt/packet_list.h,3,20.0
epan/dissectors/packet-dcerpc-srvsvc.c,epan/dissectors/packet-dcerpc-witness.c,4,20.0
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-wkssvc.c,4,20.0
epan/dissectors/packet-dcerpc-frsrpc.c,epan/dissectors/packet-dcerpc-wkssvc.c,4,20.0
epan/dfilter/sttype-op.c,epan/dfilter/sttype-string.c,3,20.0
epan/dfilter/sttype-op.c,epan/dfilter/sttype-pointer.c,3,20.0
epan/dissectors/packet-x11.c,epan/dissectors/x11-extension-implementation.h,3,20.0
ui/qt/column_editor_frame.cpp,ui/qt/preference_editor_frame.cpp,3,20.0
epan/dfilter/dfunctions.c,epan/dfilter/syntax-tree.h,12,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-cmp.c,6,20.0
epan/dissectors/file-pcap.c,epan/dissectors/file-pcapng.c,3,20.0
epan/dissectors/packet-dcerpc-mapi.c,epan/dissectors/packet-dcerpc-srvsvc.c,4,20.0
epan/dfilter/syntax-tree.h,epan/ftypes/ftype-integer.c,11,20.0
wiretap/pcapng-netflix-custom.c,wiretap/wtap_opttypes.h,4,20.0
fuzz/fuzzshark.c,strato.c,7,20.0
epan/dissectors/packet-cmip.c,epan/dissectors/packet-disp.c,5,20.0
epan/dfilter/sttype-function.c,epan/dfilter/sttype-op.c,3,20.0
ui/qt/widgets/traffic_tree.cpp,ui/qt/widgets/traffic_types_list.cpp,3,20.0
epan/print.c,epan/wslua/wslua_field.c,5,20.0
epan/dissectors/packet-http2.c,epan/follow.h,6,20.0
wiretap/pcapng-netflix-custom.c,wiretap/wtap.h,4,20.0
epan/dissectors/packet-adwin-config.c,epan/dissectors/packet-dhcp.c,3,20.0
epan/dissectors/packet-http3.c,epan/dissectors/packet-quic.h,4,20.0
epan/dissectors/packet-gtpv2.c,epan/dissectors/packet-ismp.c,3,20.0
file.c,ui/qt/search_frame.cpp,5,20.0
epan/dissectors/packet-rtps-processed.c,epan/dissectors/packet-rtps.c,4,20.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-ipv4.c,4,20.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-ipv6.c,4,20.0
epan/wslua/wslua_dumper.c,epan/wslua/wslua_file.c,3,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-x509if.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-x509sat.c,4,20.0
epan/epan.c,fuzz/fuzzshark.c,8,20.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-ieee-11073-float.c,4,20.0
editcap.c,text2pcap.c,15,20.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-guid.c,4,20.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-double.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-z3950.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-ldap.c,4,20.0
epan/proto.c,epan/tvbuff_rdp.c,3,20.0
epan/wslua/wslua_proto_field.c,epan/wslua/wslua_tree.c,5,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-p22.c,4,20.0
epan/dissectors/packet-glow.c,epan/dissectors/packet-p7.c,4,20.0
epan/dissectors/packet-ansi_683.c,epan/dissectors/packet-sgsap.c,3,20.0
epan/wslua/wslua_dissector.c,epan/wslua/wslua_file.c,3,20.0
epan/wslua/wslua_field.c,epan/wslua/wslua_tvb.c,5,20.0
epan/dissectors/packet-dcerpc-clusapi.c,epan/dissectors/packet-dcerpc-dnsserver.c,4,20.0
epan/dfilter/sttype-test.c,epan/ftypes/ftype-none.c,4,20.0
epan/dissectors/packet-quic.c,epan/follow.h,6,20.0
epan/dissectors/packet-dcerpc-dfs.c,epan/dissectors/packet-dcerpc-dnsserver.c,4,20.0
epan/dissectors/packet-ftdi-ft.c,epan/dissectors/packet-ftdi-mpsse.c,5,20.0
file.c,tshark.c,31,19.62
epan/dfilter/dfvm.h,epan/ftypes/ftype-string.c,9,19.57
epan/dfilter/gencode.c,epan/ftypes/ftype-string.c,9,19.57
epan/prefs.h,ui/qt/preferences_dialog.cpp,8,19.51
sharkd.c,ui/logray/logray_main.cpp,8,19.51
ui/logray/logray_main.cpp,ui/logray/logray_main_window.cpp,8,19.51
epan/dfilter/gencode.c,epan/ftypes/ftype-ipv4.c,6,19.35
epan/wslua/wslua_gui.c,ui/qt/funnel_statistics.cpp,6,19.35
epan/dfilter/syntax-tree.c,epan/ftypes/ftype-ipv4.c,6,19.35
epan/dfilter/syntax-tree.h,epan/ftypes/ftypes.h,12,19.35
epan/dissectors/packet-bpv7.c,epan/dissectors/packet-ltp.c,6,19.35
epan/dfilter/dfvm.h,epan/ftypes/ftype-ipv4.c,6,19.35
epan/dissectors/packet-ngap.c,epan/dissectors/packet-nr-rrc.h,6,19.35
epan/dissectors/packet-lte-rrc.c,epan/dissectors/packet-nr-rrc.h,6,19.35
ui/qt/main_window_slots.cpp,ui/qt/rtp_stream_dialog.cpp,11,19.3
wiretap/candump.c,wiretap/nettrace_3gpp_32_423.c,5,19.23
epan/dissectors/packet-isobus-vt.c,epan/dissectors/packet-isobus.c,5,19.23
epan/strutil.h,wsutil/str_util.h,5,19.23
epan/dfilter/gencode.c,epan/ftypes/ftypes-int.h,9,19.15
epan/dfilter/dfvm.h,epan/ftypes/ftypes.h,9,19.15
epan/dfilter/dfvm.h,epan/ftypes/ftype-bytes.c,9,19.15
epan/dfilter/dfvm.h,epan/ftypes/ftypes.c,9,19.15
sharkd_session.c,ui/qt/models/packet_list_record.cpp,4,19.05
epan/wslua/wslua_file_handler.c,epan/wslua/wslua_pinfo.c,4,19.05
cfile.h,epan/epan.c,4,19.05
cfile.h,wiretap/wtap-int.h,4,19.05
epan/wslua/wslua_pinfo.c,epan/wslua/wslua_tvb.c,4,19.05
epan/wslua/wslua_dumper.c,epan/wslua/wslua_pinfo.c,4,19.05
extcap/ssh-base.c,extcap/sshdump.c,4,19.05
epan/dissectors/packet-gsm_a_dtap.c,epan/dissectors/packet-sgsap.c,4,19.05
